pheno	geno	nam	intercept	gsEffect	r2	pval
GYraw	dhhbp	NC358	23.3372967193129	-4.57252732323731e-07	0.0398174222363662	0.1168994204474
DTS	dhhbp	Oh43	105.001265480283	-1.01792663279509e-06	0.0931507127838017	0.0150020231220951
PH	dhhbp	Oh43	650.933117984133	-1.1229002059312e-05	0.110478935851105	0.00728734274468275
GY	dhhbp	Oh43	8.37002643785014	4.06657676011459e-07	0.0407061741245613	0.128823332157014
GYraw	dhhbp	Oh43	-2.62550590379347	2.4941103433587e-07	0.0102401260520165	0.449748950704979
DTS	dhhbp	Oh7B	85.5017100198857	-4.19925559031388e-07	0.0198775980031199	0.26646720928364
PH	dhhbp	Oh7B	220.999085384576	7.98926041997765e-07	0.000890017241375208	0.814974569150561
GY	dhhbp	Oh7B	49.0583965506318	-7.0947929239032e-07	0.0921082242482267	0.0217340505828352
GYraw	dhhbp	Oh7B	14.3660052436301	-2.22304655418287e-07	0.00913936403664085	0.471365969147826
DTS	dhhbp	P39	119.758813877295	-1.42830275213325e-06	0.0993236799381138	0.0159669577904209
PH	dhhbp	P39	112.510253618737	3.28358659150759e-06	0.0159998574284043	0.344066696668767
GY	dhhbp	P39	40.7290951738614	-5.15833581212532e-07	0.0282921080526097	0.306041062813242
GYraw	dhhbp	P39	16.0998926445495	-2.73266697900677e-07	0.00942910823521793	0.556482375441152
DTS	dhhbp	Tx303	62.99884698887	2.07180378548136e-07	0.00235695511713048	0.700947065345528
PH	dhhbp	Tx303	444.711211742135	-5.07834419226043e-06	0.0128870149360109	0.367911529367043
GY	dhhbp	Tx303	24.0823906076611	-3.04131844845968e-08	6.47205506396758e-05	0.949693409296492
GYraw	dhhbp	Tx303	1.3527742665801	1.36762964729443e-07	0.00176810258407741	0.741470634029245
DTS	dhhbp	Tzi8	71.6708663482466	-3.29579770374665e-08	0.000104710325897369	0.93449960723875
PH	dhhbp	Tzi8	482.465591276373	-6.40323034020158e-06	0.0524724094537048	0.0622377862831699
GY	dhhbp	Tzi8	44.2082658044008	-5.62448112685169e-07	0.0421155950029476	0.112602017248775
GYraw	dhhbp	Tzi8	21.2975725888439	-4.01000475585084e-07	0.027161841144353	0.204346139035712
DTS	dtabp	B97	23.7760794890558	1.6253715784535e-06	0.0435814663868561	0.0925351165002112
PH	dtabp	B97	-612.136368834269	3.12776867935246e-05	0.0780464019916694	0.0231066514317988
GY	dtabp	B97	6.48613506219412	6.05318900657186e-07	0.00854248265486834	0.460451133565548
GYraw	dtabp	B97	7.47449878574962	-2.48468234482112e-09	2.09387020180623e-07	0.997090572140045
DTS	dtabp	CML103	33.4399622296072	1.32977335706156e-06	0.0159049951696283	0.309183658031668
PH	dtabp	CML103	630.279628645118	-1.39311516427702e-05	0.0275194871136313	0.179715563993629
GY	dtabp	CML103	55.7252707296474	-1.18306473702359e-06	0.0240825277485434	0.209858117683306
GYraw	dtabp	CML103	16.7750562417391	-3.7087954200578e-07	0.00404761207841072	0.609016686502269
DTS	dtabp	CML228	3.86807330248798	2.48115827196307e-06	0.0179139944645931	0.245849689371584
PH	dtabp	CML228	147.753338351448	3.68734482192141e-06	0.000813891596784852	0.805454227317529
GY	dtabp	CML228	31.4527188459681	-2.86494615894682e-07	0.000908670355873284	0.801534069299399
GYraw	dtabp	CML228	5.81158703878981	3.18539436814375e-08	1.14145047946719e-05	0.977529618783078
DTS	dtabp	CML247	-8.20009795824744	2.92457962587579e-06	0.0343845923091956	0.118889114438833
PH	dtabp	CML247	-174.628690242108	1.5232874796798e-05	0.0134547698347814	0.331895887565606
GY	dtabp	CML247	38.1450964722702	-5.4511236993528e-07	0.00358049291333507	0.622676128231245
GYraw	dtabp	CML247	19.9189822427444	-5.04700461411603e-07	0.00377591557880891	0.613322975463162
DTS	dtabp	CML277	100.290029542398	-1.02384632667634e-06	0.00257650736082398	0.688012896008945
PH	dtabp	CML277	157.330873306093	3.28849700380762e-06	0.000654009123612284	0.839749879463622
GY	dtabp	CML277	16.9684538347151	2.34965312583041e-07	0.00110100465857926	0.79627861606988
GYraw	dtabp	CML277	3.47295571221858	1.03969944270366e-07	0.000197059887072011	0.913047249558864
DTS	dtabp	CML322	44.6859963420544	9.32959164713286e-07	0.0167538976606835	0.275088041761322
PH	dtabp	CML322	386.388632223148	-4.79301199099805e-06	0.00757682031015246	0.464005331314402
GY	dtabp	CML322	20.6564494861413	1.03381000825291e-07	0.000698100916706505	0.82563019757999
GYraw	dtabp	CML322	15.9638790533549	-3.2815034485992e-07	0.00819571638246889	0.449478383086376
DTS	dtabp	CML333	4.02822543689624	2.46785874870379e-06	0.0815027964030004	0.0201481654952245
PH	dtabp	CML333	244.015168606516	2.20478573081924e-07	1.04684486382072e-05	0.979430305553818
GY	dtabp	CML333	9.13749895610099	5.19064656579005e-07	0.010613771041919	0.414123209537231
GYraw	dtabp	CML333	-2.45634753986334	3.11333135840037e-07	0.00357323231650054	0.636208907198577
DTS	dtabp	CML52	-2.14440290066838	2.73685476033574e-06	0.106634485826737	0.0102139291870023
PH	dtabp	CML52	595.463440277278	-1.25232353560561e-05	0.045091034549415	0.0975302740584052
GY	dtabp	CML52	26.2435560228931	-1.06512731108301e-07	0.000665269459696904	0.846245070518389
GYraw	dtabp	CML52	2.48824852343836	1.26534310180335e-07	0.00100696326437758	0.80818046334892
DTS	dtabp	CML69	-29.81879404188	3.68877667091909e-06	0.093330878215172	0.01193734355204
PH	dtabp	CML69	572.641984746554	-1.17810027208206e-05	0.00770468965179618	0.479986366985301
GY	dtabp	CML69	-10.2718718469079	1.24823808286931e-06	0.0269498021339163	0.194892238046782
GYraw	dtabp	CML69	-7.32371354499117	4.85402281560234e-07	0.00534440949090964	0.562768530463075
DTS	dtabp	Il14H	58.5925008295698	3.52857411330689e-07	0.00128565407068656	0.812989849475742
PH	dtabp	Il14H	27.785095446901	8.04713711758385e-06	0.00822724518566854	0.5488440580718
GY	dtabp	Il14H	-1.9405948661691	8.96765032603663e-07	0.00985174939128504	0.644484842700358
GYraw	dtabp	Il14H	-23.8533821246234	1.11922167759017e-06	0.0169518820078527	0.5442598416264
DTS	dtabp	Ki11	-64.6682018414948	5.0034400855971e-06	0.0963989454070547	0.0236553124568991
PH	dtabp	Ki11	-147.218011810981	1.46472898110172e-05	0.0279473884453719	0.231512665323573
GY	dtabp	Ki11	28.5614850198547	-2.08731599902097e-07	0.00116666109149861	0.810029398196193
GYraw	dtabp	Ki11	42.0607118928894	-1.32426793992124e-06	0.0358637054501826	0.178746296430615
DTS	dtabp	Ki3	-85.9795905575895	5.72773585850409e-06	0.129157870002324	0.00166260656919834
PH	dtabp	Ki3	227.649798448639	3.56172771462219e-07	7.46752466992557e-06	0.981564756035993
GY	dtabp	Ki3	38.6426233779832	-5.46555659610694e-07	0.00382940832079866	0.613470312870549
GYraw	dtabp	Ki3	56.9716434357693	-1.83345184713893e-06	0.0385664085959041	0.105819562018619
DTS	dtabp	Ky21	31.0698181832159	1.44229337412616e-06	0.0154390757754625	0.305436828650779
PH	dtabp	Ky21	-173.103384208134	1.54730236126691e-05	0.0277970293683892	0.167747807367584
GY	dtabp	Ky21	52.8323812699668	-1.07676298173234e-06	0.020466765855471	0.292866146665176
GYraw	dtabp	Ky21	42.8002856978105	-1.31208507228913e-06	0.0577642389853048	0.0717282748775101
DTS	dtabp	M162W	73.9036349052312	-1.37728829492399e-07	0.000126478316987419	0.928028921134186
PH	dtabp	M162W	353.083479669331	-4.02567597096842e-06	0.00136897722363023	0.76626962135776
GY	dtabp	M162W	-1.12090845747005	8.96854095051654e-07	0.0162368147155453	0.304149234241699
GYraw	dtabp	M162W	-29.1459102269758	1.31228735070494e-06	0.0517019306729308	0.0663450619272989
DTS	dtabp	M37W	2.70342629309008	2.50703899142927e-06	0.0708205613997772	0.0282693930845613
PH	dtabp	M37W	401.983169916331	-5.27264582416708e-06	0.00285732264606301	0.665065674518591
GY	dtabp	M37W	60.331722513767	-1.34563212761729e-06	0.0561254460432637	0.0535747313024858
GYraw	dtabp	M37W	63.2005877984438	-2.06021079451452e-06	0.117720940140565	0.00447732493789155
DTS	dtabp	Mo18W	24.4227669888847	1.72024414138021e-06	0.0742738886315845	0.0321133860751161
PH	dtabp	Mo18W	260.570207045579	-6.12156003410738e-07	7.59501833445813e-05	0.946401596085181
GY	dtabp	Mo18W	50.9040125862411	-1.00566608406939e-06	0.0343793479357229	0.152536235146838
GYraw	dtabp	Mo18W	41.7933913397252	-1.28377937115855e-06	0.058672489816501	0.0599981929627218
DTS	dtabp	Ms71	64.88187291529	1.09786792187506e-07	7.92840964854258e-05	0.947109388122217
PH	dtabp	Ms71	168.004486928791	2.17525946527078e-06	0.000218493154500454	0.91230781668366
GY	dtabp	Ms71	7.84617146047651	5.52451763305109e-07	0.00480210740817384	0.615159089554979
GYraw	dtabp	Ms71	-6.44049871522304	4.83912711184797e-07	0.0049483209864596	0.609814894977785
DTS	dtabp	NC350	74.9050056186535	-1.23642747268619e-07	9.24359815814221e-05	0.938450347356324
PH	dtabp	NC350	812.611371935193	-2.04851411877617e-05	0.0575518030985369	0.0505399172474958
GY	dtabp	NC350	45.2011013314044	-7.92306872118303e-07	0.0189219247606557	0.278396093725821
GYraw	dtabp	NC350	9.44456342002956	-8.46967418188889e-08	0.000212150020006605	0.909053560689395
DTS	dtabp	NC358	45.5584878314287	8.68777309050125e-07	0.00809929242027365	0.47588182650442
PH	dtabp	NC358	631.659985497679	-1.43814527353692e-05	0.0217530114791183	0.241017521993228
GY	dtabp	NC358	-2.35550061222728	9.36583273551015e-07	0.0141533443653012	0.357068095372812
GYraw	dtabp	NC358	-12.0830216524958	6.87335548235494e-07	0.00835169824892491	0.476257949540698
DTS	dtabp	Oh43	57.9297819672047	3.61055225986661e-07	0.00331128820516867	0.654178440759604
PH	dtabp	Oh43	662.701705390521	-1.52900765651948e-05	0.0554172619997948	0.0611288713816301
GY	dtabp	Oh43	16.4526177602781	2.45266619256967e-07	0.00465395673451498	0.610870729189279
GYraw	dtabp	Oh43	15.0756779974711	-3.1206429641485e-07	0.00503854634238884	0.596466258908261
DTS	dtabp	Oh7B	98.0748888617474	-1.01621492525195e-06	0.0149644769981613	0.335562650918439
PH	dtabp	Oh7B	-196.989576050844	1.63021187677297e-05	0.0476370094387752	0.0831641886218473
GY	dtabp	Oh7B	26.7987158079697	-1.29994141909808e-07	0.000391662919527734	0.883827574797095
GYraw	dtabp	Oh7B	-13.595544248517	7.24522398912895e-07	0.0118158312879781	0.41249360466508
DTS	dtabp	P39	155.036611775952	-3.19395889663393e-06	0.0956376526913513	0.0181688561298698
PH	dtabp	P39	87.2792953766402	5.31490677488549e-06	0.00807176436113128	0.502419636780797
GY	dtabp	P39	78.5734259234652	-2.06413090098482e-06	0.0779532716849569	0.0851966290132772
GYraw	dtabp	P39	39.9676981861829	-1.23209383909186e-06	0.03298363884851	0.268505382689715
DTS	dtabp	Tx303	21.5252178086821	1.79685905388118e-06	0.0189555422097022	0.274093055317243
PH	dtabp	Tx303	-230.453567614634	1.79890310956033e-05	0.0172893127755795	0.296453496938833
GY	dtabp	Tx303	43.8011177936497	-7.63645642739052e-07	0.00407541466776968	0.61626008921986
GYraw	dtabp	Tx303	7.52093504501605	-4.39282875981681e-08	1.82191717750859e-05	0.973296389149857
DTS	dtabp	Tzi8	47.1852938234256	8.47746549276227e-07	0.00830997898525322	0.463157984278339
PH	dtabp	Tzi8	51.628252067307	7.08121164952119e-06	0.00769745846455444	0.480193319086819
GY	dtabp	Tzi8	34.2934981047633	-3.95322544346817e-07	0.00249532189878218	0.702228115804018
GYraw	dtabp	Tzi8	10.5321117359757	-1.47186603704202e-07	0.000438885668008541	0.872680873382591
DTS	dtcbp	B97	40.8717011777862	4.36968789120971e-07	0.0376782926422433	0.118355589494728
PH	dtcbp	B97	-404.020428514923	1.03145335753275e-05	0.101525861573224	0.0091217616733668
GY	dtcbp	B97	17.7532689607531	8.54653261829479e-08	0.00203699239476684	0.718966477997386
GYraw	dtcbp	B97	11.228605566201	-6.02752058601994e-08	0.00147393820198929	0.75956594007907
DTS	dtcbp	CML103	8.46838506552435	9.71474257670148e-07	0.0908628631632132	0.0131799860470373
PH	dtcbp	CML103	310.648590068076	-9.97631903098123e-07	0.00151061047132074	0.754837145576753
GY	dtcbp	CML103	20.8369544151305	3.75923223656086e-08	0.000260272868740279	0.896900816030637
GYraw	dtcbp	CML103	24.6499879993112	-2.85324448455535e-07	0.0256422799164883	0.195512756492466
DTS	dtcbp	CML228	45.6928534257935	4.10105503747545e-07	0.00556159821430614	0.519187921591471
PH	dtcbp	CML228	401.769969533455	-2.40772484026234e-06	0.0039434622093405	0.587429829292445
GY	dtcbp	CML228	67.724079051088	-6.93649482555073e-07	0.0710626815608462	0.0236041952256755
GYraw	dtcbp	CML228	52.6746870418954	-7.2328469484045e-07	0.0745007788173655	0.0203546727785683
DTS	dtcbp	CML247	10.8796700324823	9.63903205879519e-07	0.0698507714892635	0.0248707862312727
PH	dtcbp	CML247	143.975065630873	1.55337008137418e-06	0.00261655446296307	0.66957995170934
GY	dtcbp	CML247	54.6444747639083	-4.96890828297588e-07	0.0578888075522445	0.0448195462705766
GYraw	dtcbp	CML247	31.0088715396905	-3.938416623264e-07	0.044740422684956	0.0787848159513413
DTS	dtcbp	CML277	6.02690754565819	1.04127697018694e-06	0.0210063943637781	0.249349124565158
PH	dtcbp	CML277	-118.079635631904	5.75462676996235e-06	0.0157863011200757	0.318631182918679
GY	dtcbp	CML277	28.9490599139459	-8.70445589892429e-08	0.0012955751280558	0.779428378687879
GYraw	dtcbp	CML277	24.8958520927853	-2.92227587243753e-07	0.0133482006064555	0.367223101857126
DTS	dtcbp	CML322	49.9326708923542	3.23039146350562e-07	0.0220361898650541	0.210064105701505
PH	dtcbp	CML322	219.78144309162	5.4045976577608e-07	0.00105689612126788	0.78482013208323
GY	dtcbp	CML322	36.2521128016453	-2.00709624167144e-07	0.028883225886226	0.153508797049065
GYraw	dtcbp	CML322	20.1379745683034	-2.08440880681322e-07	0.0362977368103649	0.108925692849762
DTS	dtcbp	CML333	73.2603138307078	-2.25704975939745e-08	6.77060081369917e-05	0.947719047281063
PH	dtcbp	CML333	-52.5108544365902	4.77025472996601e-06	0.0486682486503729	0.0750772770323618
GY	dtcbp	CML333	43.3721601362336	-3.14882447767161e-07	0.0393644743664719	0.113114412308574
GYraw	dtcbp	CML333	14.9299527387261	-1.3925014909422e-07	0.0072041484272261	0.501431396033561
DTS	dtcbp	CML52	-0.203578297931733	1.152924922561e-06	0.0700223106633771	0.0393159435901724
PH	dtcbp	CML52	208.835720610386	6.58114983301929e-07	0.000457625227749257	0.868917978531003
GY	dtcbp	CML52	57.4116998208989	-5.35653135969109e-07	0.0659488100606744	0.0495978445689857
GYraw	dtcbp	CML52	40.2910003117673	-5.39095118533086e-07	0.0697542350734759	0.039708411287053
DTS	dtcbp	CML69	76.6889261514407	-8.13243834934568e-08	0.000439637911485223	0.866256508574046
PH	dtcbp	CML69	585.179415119585	-5.33976571568064e-06	0.015340092980338	0.318002699509013
GY	dtcbp	CML69	55.9724765495129	-5.06914155760591e-07	0.0420691454333171	0.10397983955142
GYraw	dtcbp	CML69	30.5427370731967	-3.89353721571403e-07	0.0335235273942269	0.144321905393232
DTS	dtcbp	Il14H	20.9328355591136	7.41930529139789e-07	0.0847157316921765	0.0497096377207318
PH	dtcbp	Il14H	-45.0583611185263	4.6030722472863e-06	0.0401216846933351	0.181970341764354
GY	dtcbp	Il14H	-11.1978410743556	5.30641598889653e-07	0.0507458831051151	0.289895141396596
GYraw	dtcbp	Il14H	-22.8913704701766	4.66264261645821e-07	0.043280488749152	0.329310743023543
DTS	dtcbp	Ki11	2.04995717907076	1.10312592357957e-06	0.0974364378431049	0.0228778306143562
PH	dtcbp	Ki11	209.332201409898	7.09631077923495e-07	0.00136404367909909	0.792894239108807
GY	dtcbp	Ki11	58.1706862869146	-5.52321220746359e-07	0.173323165267151	0.00214176726926451
GYraw	dtcbp	Ki11	44.043072819061	-5.98939116820678e-07	0.155658781578506	0.00380009831600588
DTS	dtcbp	Ki3	17.4134469761479	8.41729792434689e-07	0.0337612983469944	0.117096585598105
PH	dtcbp	Ki3	-181.367021533605	6.61668524508158e-06	0.0311928471673949	0.132248420589308
GY	dtcbp	Ki3	41.9669187940244	-2.88679046475987e-07	0.0120601503573111	0.369037082512633
GYraw	dtcbp	Ki3	10.3119752859869	-5.51071131125356e-08	0.000393318899252043	0.871506294442842
DTS	dtcbp	Ky21	59.0184616345095	1.85927472663822e-07	0.00295618667209307	0.65484681636837
PH	dtcbp	Ky21	50.5417934636854	3.1939908607814e-06	0.013647276430061	0.335495644194447
GY	dtcbp	Ky21	17.0448382094247	9.60637476441433e-08	0.00182560269661566	0.754530315150447
GYraw	dtcbp	Ky21	13.1760288634237	-1.03137603350426e-07	0.00415181203333658	0.633940422874287
DTS	dtcbp	M162W	49.5834540266851	3.22457199515705e-07	0.0160738130040686	0.306609147923231
PH	dtcbp	M162W	23.2590221453549	3.44626941703429e-06	0.0232608422005192	0.217904546966317
GY	dtcbp	M162W	16.1634367224443	1.13998412063513e-07	0.00608223559817635	0.530457284905872
GYraw	dtcbp	M162W	-4.13179062766404	1.71133239281807e-07	0.0197303733855163	0.260620228654054
DTS	dtcbp	M37W	30.4496589986955	6.38238095044058e-07	0.0693121173096558	0.0300697071192298
PH	dtcbp	M37W	51.3545874752005	3.21384702991764e-06	0.0160309411306124	0.303540222069737
GY	dtcbp	M37W	42.4967405012176	-2.96622861124892e-07	0.0438543648770512	0.0889830294051996
GYraw	dtcbp	M37W	23.942418127985	-2.67826001694895e-07	0.031991334512608	0.147561870482778
DTS	dtcbp	Mo18W	36.4359397379717	5.57815992267568e-07	0.0493842353552464	0.0825681924495223
PH	dtcbp	Mo18W	-162.737813711547	6.42115476350662e-06	0.0528422498163427	0.0722799745671392
GY	dtcbp	Mo18W	30.5183538240724	-1.14976714299959e-07	0.00287400731499302	0.681557382042147
GYraw	dtcbp	Mo18W	10.7150522334	-6.69120448113605e-08	0.0010193900518682	0.807023105949706
DTS	dtcbp	Ms71	7.75726912806613	9.43566283598785e-07	0.11053561242941	0.0107760933689469
PH	dtcbp	Ms71	11.3644906363413	3.38994095379693e-06	0.0100154731818558	0.454789362607517
GY	dtcbp	Ms71	-13.4432712870526	5.70679715141927e-07	0.103217511333139	0.0167707704351636
GYraw	dtcbp	Ms71	-13.849340461126	3.23498070799764e-07	0.044544343651228	0.121921749486065
DTS	dtcbp	NC350	21.6230122556275	7.86201283814831e-07	0.0226019786672978	0.224617997993394
PH	dtcbp	NC350	-92.4259179106768	5.38469885311831e-06	0.0240480047830429	0.210189144893294
GY	dtcbp	NC350	47.7458368059258	-3.83597227560077e-07	0.0276004153180015	0.189515501972373
GYraw	dtcbp	NC350	45.1240383095645	-5.99095216648148e-07	0.0640357782940832	0.043644410128704
DTS	dtcbp	NC358	71.6931244231312	-3.7734582029215e-08	0.000243296837503012	0.901851876964395
PH	dtcbp	NC358	303.517050143035	-1.03093108629337e-06	0.00177991957284092	0.738614883707887
GY	dtcbp	NC358	59.2540572025416	-5.70547842083323e-07	0.0817840088870885	0.0242427822988132
GYraw	dtcbp	NC358	22.8907043328457	-2.56442092948595e-07	0.0179930326216861	0.294586250004343
DTS	dtcbp	Oh43	69.0935727448164	-1.91013707719219e-08	6.67236212899884e-05	0.949338261449865
PH	dtcbp	Oh43	635.601923224751	-6.18532989789752e-06	0.0689500596090709	0.0360642711402945
GY	dtcbp	Oh43	14.3939099518683	1.3830424312678e-07	0.0105082028974726	0.443845863656534
GYraw	dtcbp	Oh43	0.407276458692598	9.52053911641893e-08	0.00333006080207141	0.666997143075404
DTS	dtcbp	Oh7B	102.074673006881	-5.02900920669169e-07	0.06037952741431	0.0503290802418188
PH	dtcbp	Oh7B	-43.5772806667895	4.63421045463232e-06	0.063422350363517	0.0446988146793668
GY	dtcbp	Oh7B	33.5480918790833	-1.62810645304782e-07	0.0100859036381104	0.45729796053504
GYraw	dtcbp	Oh7B	0.0568211846329244	9.8110449059754e-08	0.00368915677084011	0.647684784691479
DTS	dtcbp	P39	148.278770044245	-1.2706844553432e-06	0.194804012125444	0.000524184287067605
PH	dtcbp	P39	277.211099359671	-6.80294006758049e-07	0.00170185542271058	0.758486154985941
GY	dtcbp	P39	60.2678156338145	-6.02813265775976e-07	0.0923673091346499	0.0599727167639515
GYraw	dtcbp	P39	34.7983567020749	-4.49794819890678e-07	0.0610706731878445	0.129338102328941
DTS	dtcbp	Tx303	40.9893756945663	4.67016194296073e-07	0.0300539413504579	0.167266161384898
PH	dtcbp	Tx303	89.9984864783333	2.68991962190251e-06	0.00907340211730868	0.450379068758609
GY	dtcbp	Tx303	17.7545385317378	8.2571051556493e-08	0.00120467207301562	0.785409407850256
GYraw	dtcbp	Tx303	8.45810513612926	-3.37562056862942e-08	0.000272002249078028	0.897082094325722
DTS	dtcbp	Tzi8	10.6053680357233	9.33266391159281e-07	0.146104247086658	0.00141290683027656
PH	dtcbp	Tzi8	207.830663088805	5.95033045940924e-07	0.000788493465773169	0.821539981097917
GY	dtcbp	Tzi8	32.4634016850988	-1.40655885842378e-07	0.0043764485151093	0.612469641575501
GYraw	dtcbp	Tzi8	20.3268337239213	-2.15691340472526e-07	0.0130575843126199	0.380546738274087
DTS	dthbp	B97	33.1405523278687	1.76092149770094e-06	0.034089789148999	0.137780169790018
PH	dthbp	B97	26.0568341180077	1.11320041121087e-05	0.00658837268214159	0.517056454181017
GY	dthbp	B97	1.98400755173923	1.05274682695526e-06	0.0172191348221434	0.293611925770233
GYraw	dthbp	B97	-22.4225649207977	1.48196390701256e-06	0.0496399196021898	0.0721565444719375
DTS	dthbp	CML103	68.6470308997128	6.64478373800528e-08	2.89865140382412e-05	0.965510073341967
PH	dthbp	CML103	685.462121823505	-2.1844893467044e-05	0.0493880818706324	0.0706829064521509
GY	dthbp	CML103	16.3548051605255	3.42270968063925e-07	0.00147123204950746	0.757954786217755
GYraw	dthbp	CML103	-8.30919340944474	7.42822803471065e-07	0.0118511251107957	0.380529008455341
DTS	dthbp	CML228	-5.23205047977535	3.82391988245076e-06	0.0463148726134908	0.0601555382515409
PH	dthbp	CML228	148.76928658726	4.96082694548961e-06	0.00160349134612544	0.729513517297974
GY	dthbp	CML228	20.0862841986588	1.7502398940707e-07	0.000396690321467	0.868109155079882
GYraw	dthbp	CML228	4.68750484152352	9.91130818993089e-08	0.000128492572444533	0.924708665054162
DTS	dthbp	CML247	129.315153894318	-2.87120995607367e-06	0.0211878268808846	0.222459341823837
PH	dthbp	CML247	-433.997793404183	3.37712915476712e-05	0.0422792624164695	0.0831366865245358
GY	dthbp	CML247	46.931016893972	-1.18377177803826e-06	0.0112144349064707	0.382929165340754
GYraw	dthbp	CML247	3.97256921402759	1.06646975737686e-07	0.000111975406559018	0.930717342025118
DTS	dthbp	CML277	-0.903577470738253	3.65721407508229e-06	0.019611520778435	0.265865615455431
PH	dthbp	CML277	-98.2737740884268	1.73043139225381e-05	0.010803049076222	0.409968954861676
GY	dthbp	CML277	43.4601079520075	-1.00273601742933e-06	0.0132120669055105	0.369694150504346
GYraw	dthbp	CML277	45.1750623542345	-1.94363303420999e-06	0.0453760863011308	0.0936974085098319
DTS	dthbp	CML322	70.7681600490773	-1.63510408740626e-08	2.06559133731845e-06	0.990371647847995
PH	dthbp	CML322	-257.605849561963	2.53606044758193e-05	0.085143630786939	0.0122511479139364
GY	dthbp	CML322	23.4896346373964	1.02271467292858e-09	2.72409600115875e-08	0.99890213446203
GYraw	dthbp	CML322	3.60142967709586	1.63733857171496e-07	0.000813569891494857	0.812005606527929
DTS	dthbp	CML333	50.8389198943673	1.04711888454939e-06	0.00759331751939311	0.486601162155521
PH	dthbp	CML333	655.729927554414	-2.02371267184466e-05	0.0456409750186859	0.0849999577103762
GY	dthbp	CML333	36.2556800168814	-6.4155864250325e-07	0.00858181239700694	0.462972676886885
GYraw	dthbp	CML333	20.5273770717578	-7.19987452837741e-07	0.0101143951395938	0.425384014336112
DTS	dthbp	CML52	-11.6764042119686	4.20342229606676e-06	0.0885978301616258	0.0198202050926192
PH	dthbp	CML52	818.627062814825	-2.81245816682962e-05	0.08228098052791	0.0237965989877322
GY	dthbp	CML52	52.1622600845879	-1.4290744968374e-06	0.0442326372935346	0.109856311572141
GYraw	dthbp	CML52	26.459000994558	-1.01457840894259e-06	0.0243694815095873	0.229597852718863
DTS	dthbp	CML69	2.79907767212243	3.41444496217719e-06	0.0362492866992959	0.122768842922763
PH	dthbp	CML69	-213.377951945238	2.29502295419241e-05	0.0132544987635295	0.35355273391531
GY	dthbp	CML69	31.6562258857196	-3.78106150963906e-07	0.000944027605640508	0.809545347376787
GYraw	dthbp	CML69	-1.08447570789642	3.5259101591858e-07	0.00112074522694333	0.791208472682904
DTS	dthbp	Il14H	12.377142741006	2.77610206735469e-06	0.0456848903251507	0.153780468492522
PH	dthbp	Il14H	-385.900007116499	3.15138066940214e-05	0.072435165447151	0.0705004921248272
GY	dthbp	Il14H	2.99982753201197	9.77242304289348e-07	0.0047537593506569	0.748875789220338
GYraw	dthbp	Il14H	-0.517125770109476	3.67248697520463e-07	0.000741622458055702	0.899483679288729
DTS	dthbp	Ki11	-93.2490428295837	8.2432038719836e-06	0.135964283741912	0.00659025714083563
PH	dthbp	Ki11	-107.961761014641	1.80232083506101e-05	0.0219881540108915	0.28930191035625
GY	dthbp	Ki11	49.7388571564345	-1.33691609245547e-06	0.026023150012541	0.253247593037463
GYraw	dthbp	Ki11	51.5777309429795	-2.27850512061721e-06	0.0577280250242958	0.086216617343727
DTS	dthbp	Ki3	107.614817122523	-1.8451181377667e-06	0.0127013962627538	0.339056466182284
PH	dthbp	Ki3	569.56293011668	-1.65962554659493e-05	0.0153646848230341	0.292704689887052
GY	dthbp	Ki3	40.0978591330676	-8.1951046724354e-07	0.00812911049802981	0.461269183552947
GYraw	dthbp	Ki3	37.0037961915697	-1.50769659734571e-06	0.0246246021617584	0.197858990533888
DTS	dthbp	Ky21	75.242448512507	-2.2022007549353e-07	0.000126487677357678	0.926376227873388
PH	dthbp	Ky21	-112.260508687144	1.82505847002786e-05	0.0135900763353183	0.336517471248248
GY	dthbp	Ky21	10.9318717050835	6.09508354907672e-07	0.00218681890587944	0.732170265769058
GYraw	dthbp	Ky21	7.95363083703631	-6.63731663366463e-08	4.85497466534197e-05	0.958974421615528
DTS	dthbp	M162W	65.2858196137011	2.40996985610638e-07	0.000439065453753253	0.86634281079567
PH	dthbp	M162W	-258.870757182814	2.49438958629119e-05	0.0595918466023643	0.0465041216727593
GY	dthbp	M162W	21.944071781357	7.37970290027273e-08	0.00012464494823884	0.92855108026525
GYraw	dthbp	M162W	15.0268258795899	-4.10424518230052e-07	0.00576817699236344	0.544450941472568
DTS	dthbp	M37W	53.1289250410551	9.04186261869334e-07	0.00803317794592814	0.467315682551645
PH	dthbp	M37W	42.6236658771778	1.06391892052366e-05	0.0101450347609007	0.413778701105803
GY	dthbp	M37W	13.508233571226	4.93092017205604e-07	0.00699752464842951	0.500940891622159
GYraw	dthbp	M37W	5.76584705403192	4.92776698564859e-08	6.25334105417131e-05	0.949359566879389
DTS	dthbp	Mo18W	62.4953255806906	4.60773217090457e-07	0.00291552060049309	0.676814962748328
PH	dthbp	Mo18W	308.650348796073	-3.23351477028177e-06	0.00115941782057616	0.792757485445666
GY	dthbp	Mo18W	42.4662375458043	-9.57592745755866e-07	0.0173043156115105	0.312231355005687
GYraw	dthbp	Mo18W	29.2238309410124	-1.13283970036201e-06	0.0253625758444058	0.220220662605979
DTS	dthbp	Ms71	-33.4004170674678	5.05660049816522e-06	0.0902649030118805	0.0219343254146769
